Name,Serving,Calories,Fat,Carbs,Proteins
Water Crackers Wheat,8 crackers (30 g),130,2.5g,24g,3g
Water Chestnuts,1/4 cup,16,0g,3.5g,0.5g
Water Chestnuts,1/2 cup (130 g),30,0g,6g,1g
Water Aqua Panna,1 serving,0,0g,0g,0g
Water San Pellegrino,1 serving,0,0g,0g,0g
Water Lily Pops,1 bag (22 g),90,3g,17g,2g
Waterfront Sourdough,1 slice (49 g),130,1g,24g,5g
Watercress,1 cup (85 g),10,0g,1g,1g
Watergate Salad,1/2 cup,200,8g,31g,1g
Waterchestnuts,1 tbsp (30 g),30,0g,7g,0g
Watercress,3 oz (85 g),27,0.6g,4.7g,2.2g
Watermelon,1 serving (5 oz),90,0g,12g,0g
Waterloo Black Cherry,1 serving (355 ml),0,0g,0g,0g
Watermelon,1 wedge,80,0.5g,21g,1g
Watermelon,1 serving (38 g),10,0g,3g,0g
Waterloo Strawberry,1 serving (355 ml),0,0g,0g,0g
Waterloo Blackberry Lemonade,1 serving (355 ml),0,0g,0g,0g
Watermelon,1 serving,10,0g,2g,0g
Watermelon,1 bar (16 g),60,1g,14g,0g
Watermelon Agave,1 popsicle (82 g),40,0g,12g,0g
Watermelon,4 pieces (28 g),100,0g,23g,1g
Watermelon Basil Kombucha,1 bottle (14 oz),40,0g,9g,0g
Watermelon and Tomato,1 serving,210,9g,33g,4g
Watermelon,1 packet (3 g),10,0g,3g,0g
Watermelon,1 serving,70,0g,18g,1g
Watermelon + Dragon Fruit Smoothie,1 smoothie (210 g),150,6g,25g,3g
Watermelon Breeze,8 fl oz (240 ml),80,0g,19g,0g
Watermelon Bomb,1 serving,200,0g,34g,0g
Watermelon Breeze Smoothie (Medium),1 serving,410,1.5g,98g,2g
Watermelon Breeze Smoothie (Small),1 serving,300,1g,71g,2g
Watermelon Burst & Strawberry Punch Trix Kung Fu Panda Yogurt,1 container (113 g),80,0.5g,20g,4g
Watermelon Drink,1 cup (240 ml),90,0g,23g,0g
Watermelon Cucumber Cooler,8 fl oz (240 ml),90,0g,23g,0g
Watermelon Drink (Bottle),1 bottle (12 oz),140,0g,34g,0g
Watermelon Blended Greek Yogurt,1 container (150 g),130,2.5g,16g,11g
Watermelon Freezoni - Big Q,1 serving (32 oz),460,0g,121g,0g
Watermelon Burst Donut,1 serving,250,10g,35g,4g
Watermelon Frozen Yogurt,1/2 cup (100 g),110,0g,23g,4g
Watermelon Fruit Bar,1 bar (69 g),50,0g,14g,0g
Watermelon Crunch Chopped Kit,1 serving  (100 g),110,7g,8g,3g
Watermelon Fruit Bar,1 bar (86 g),100,0g,24g,0g
Watermelon Freezoni - Large,1 serving (44 oz),670,0g,167g,0g
Watermelon Freezoni - X-Large,1 serving (52 oz),790,0g,197g,0g
Watermelon Freezoni - Small,1 serving (20 oz),300,0g,76g,0g
Watermelon Breeze Smoothie (Large),1 serving,510,2g,120g,3g
Watermelon Chocolate Chip Sherbet,2/3 cup (117 g),200,2.5g,43g,2g
Watermelon Gelatin,1/2 prepared (20 g),70,0g,17g,1g
Watermelon Fruit Cup,1 serving (227 g),70,0g,17g,1g
Watermelon Hunch Punch,1 serving,200,0g,47g,1g
Watermelon Juice,8 fl oz (240 ml),80,0g,20g,1g
Watermelon Juice,1 cup (8 oz),100,0g,27g,0g
Watermelon Jammers,1 pouch,30,0g,8g,0g
Watermelon Juice,1 bottle (12 oz),120,0g,29g,2g
Watermelon Fruit Juice Cocktail,8 fl oz (240 ml),100,0g,25g,0g
Watermelon Gazpacho,1/4 cup,70,2g,13g,1g
Watermelon Lemonade,8 fl oz (240 ml),70,0g,18g,0g
Watermelon Hearts,1 serving (283 g),90,0g,21g,2g
Watermelon Lemonade,8 fl oz (240 ml),80,0g,18g,0g
Watermelon Lemonade,1 can,160,0g,44g,0g
Watermelon Lemonade,1 serving,190,0g,48g,0g
Watermelon Ice,1 container (133 g),100,0g,26g,0g
Watermelon Lemonade - 20oz,1 serving (20 oz),410,0.5g,100g,2g
Watermelon Lemonade - 32oz,1 serving (32 oz),620,1g,150g,3g
Watermelon Lemonade,1 serving,260,0g,62g,0g
Watermelon Lemonade,1 serving (15.2 oz),210,0g,53g,0g
Watermelon Kombucha,1 bottle (16 oz),80,0g,17g,0g
Watermelon Lime Drink,1 serving (473 ml),60,0g,13g,0g
Watermelon Lime,1 can (355 ml),40,0g,16g,0g
Watermelon Lemonade (to Go),1 serving,280,0g,73g,0g
Watermelon Mint Lemonade,8 fl oz (240 ml),80,0g,20g,0g
Watermelon Lime Energy Drink,1 can (16 oz),10,0g,9g,0g
Watermelon Limeade,1 packet (3 g),10,0g,3g,0g
Watermelon Lemonade (Bottle),1 bottle (16 oz),150,0g,35g,0g
Watermelon Licorice,3 pieces (29 g),90,0g,22g,1g
Watermelon Lemonade - 40oz,1 serving (40 oz),820,1g,199g,3g
Watermelon Margarita,1 serving,270,0g,40g,0g
Watermelon Margarita (Frozen),1 serving,330,0g,58g,0g
Watermelon Margarita (Rocks),1 serving,210,0g,30g,0g
Watermelon Margarita,1 serving (13.3 oz),360,0g,47g,3g
Watermelon Mango Refresher,1 serving (24 oz),210,0g,53g,0g
Watermelon Moscato Sangria - Glass,1 serving,180,0g,34g,0g
Watermelon Moscato Sangria - Pitcher,1 serving,720,0g,138g,1g
Watermelon Mojito - No Sweetener,1 serving,120,0g,30g,1g
Watermelon Mojito - Turbinado,1 serving,360,0g,90g,1g
Watermelon Mojito - Half Turbinado,1 serving,240,0g,60g,1g
Watermelon Mojito - Splenda,1 serving,150,0g,37g,1g
Watermelon Punch,1 can (16 oz),190,0g,49g,0g
Watermelon Popsicle,1 bar (56 g),45,0g,11g,0g
Watermelon Prebiotic Soda,1 can (12 oz),45,0g,10g,0g
Watermelon Rings,4 pieces (40 g),130,0g,32g,0g
Watermelon Sherbet,1/2 cup (87 g),130,1g,29g,1g
Watermelon Rings,6 pieces (40 g),120,0g,28g,2g
Watermelon Slices,9 pieces (32 g),120,0g,29g,0g
Watermelon Ranch Water Seasonal Cocktails,1 serving,180,0g,14g,0g
Watermelon Smash,1 1/2 fl oz (44 ml),80,0g,6.1g,0g
Watermelon Seed Butter,2 tbsp (33 g),190,16g,7g,8g
Watermelon Salad with Feta and Mint,1 serving,132,10g,15g,3g
Watermelon Salt,1 serving (6 g),5,0g,1g,0g
Watermelon Soda,8 fl oz (240 ml),110,0g,31g,0g
Watermelon Slices,1 bag (50 g),80,0g,38g,0g
Watermelon 'Rita,1 serving,330,0g,49g,0g
Watermelon Sparkling Natural Mineral Water,1 can (250 ml),0,0g,0g,0g
Watermelon Sparkling Water,8 fl oz (240 ml),0,0g,0g,0g
Watermelon Sorbet,2/3 cup (102 g),20,0g,28g,0g
Watermelon Splasher (16 fl oz),1 serving (16 oz),190,0g,49g,0g
Watermelon Splasher (30 fl oz),1 serving (30 oz),240,0g,63g,0g
Watermelon Syrup,2 tbsp (1 oz),80,0g,19g,0g
Watermelon Strawberry Juice,8 fl oz (240 ml),110,0g,28g,0g
Watermelon Strawberry Italian Ice,1 cup (130 g),100,0g,25g,0g
Watermelon Strawberry,1 bottle  (500 ml),45,0g,11g,0g
X 344,8 fl oz (240 ml),110,0g,26g,0g
Xanthan Gum,1 tbsp (9 g),30,0g,7g,0g
Xanthan Gum,1 serving (9 g),30,0g,7g,1g
Xanthan Gum,1/4 tsp (1 g),0,0g,0g,0g
Xanthan Gum,1/2 tsp (0.8 g),5,0g,1g,0g
Xenergy - Cherry Lime,8 fl oz (237 ml),20,0g,2g,0g
Xenergy - Fruit Punch,8 fl oz (237 ml),0,0g,2g,0g
Xdurance,1 serving (8 oz),10,0g,1g,0g
Xenergy - Frostberry Blast,16 fl oz (473 ml),15,0g,0g,0g
Xenergy - Blue Pom,8 fl oz (237 ml),0,0g,2g,0g
XCT Oil,1 tbsp (15 g),130,14g,0g,0g
X-Cite,1 scoop (24.33 g),25,0g,6g,0g
XL Bar Sweet & Salty - Peanut,1 bar (53 g),260,12g,31g,5g
Xenergy - Mango Guava,8 fl oz (237 ml),0,0g,2g,0g
XL Bar Sweet & Salty - Pretzel Peanut & Chocolate,1 bar (53 g),240,12g,32g,5g
Xiao Long Bao,1 bao,61,2g,6g,3g
XL Bar Sweet & Salty - Chocolate Nut & Seed,1 bar (53 g),250,13g,30g,5g
XL Boneless Wings (No Sauce/No Dip Sauce),1 serving,1330,48g,126g,97g
Xi’an-Inspired Cumin Lamb Meatballs,1 meatball (38 g),83,6.1g,1g,6g
Xanthan Gum,1/4 tsp,5,0g,1g,0g
XL Protein Chewy Bar Mixed Nut,1 bar (60 g),290,19g,20g,15g
XL Protein Peanut Butter Dark Chocolate,1 bar (60 g),300,18g,23g,15g
XL Garlic Parmesan Chicken,1 meal (340 g),430,12g,35g,47g
XL Cheeseburger Bowl,1 meal (340 g),510,19g,52g,38g
XL Protein Salted Caramel Dark Chocolate,1 bar (60 g),290,17g,23g,15g
XL Queso Chicken Sausage Bowl,1 meal (340 g),450,17g,34g,41g
Xlarge Cheese Pizza,1 slice,310,10g,40g,14g
XLarge All Meat Pizza,1 serving,390,18g,32g,18g
XLarge All Meat Pizza (Toledo OH),1 serving,380,18g,30g,17g
XLarge BarBQ Chicken Pizza,1 serving,320,11g,37g,15g
XLarge Bacon Double Cheeseburger Pizza (Toledo OH),1 serving,360,18g,30g,16g
XLarge BBQ Chicken Pizza (Naples FL),1 serving,330,11g,40g,15g
XLarge BarBQ Chicken Pizza (Toledo OH),1 serving,310,11g,35g,15g
XLarge BBQ Chicken Pizza (Toledo OH),1 serving,320,11g,38g,14g
XLarge Cheese Pizza,1 serving,250,9g,31g,9g
XLarge Chicken Fresco Pizza,1 serving,320,12g,32g,15g
XLarge Cheese Pizza (Toledo OH),1 serving,240,8g,29g,9g
XLarge Chicken Florentine Pizza,1 serving,310,14g,32g,13g
XLarge Chicken Florentine Pizza (Toledo OH),1 serving,300,13g,30g,13g
XLarge Chicken Fresco Pizza (Toledo OH),1 serving,310,12g,30g,14g
XLarge Deluxe Pizza (Toledo OH),1 serving,330,16g,30g,13g
XLarge Garden Pizza,1 serving,290,11g,33g,11g
XLarge Deluxe Pizza,1 serving,340,16g,33g,13g
XLarge Garden Pizza (Toledo OH),1 serving,280,11g,31g,11g
XLarge Hawaiian Chicken Pizza,1 serving,330,12g,33g,17g
XLarge Pepperoni Magnifico Pizza,1 serving,310,14g,31g,11g
XLarge Pepperoni Melt Pizza,1 serving,370,18g,31g,14g
XLarge Hawaiian Chicken Pizza (Toledo OH),1 serving,320,12g,31g,17g
XLarge Pepperoni Magnifico Pizza (Toledo OH),1 serving,300,14g,29g,11g
XLarge Pepperoni Melt Pizza (Toledo OH),1 serving,360,17g,29g,14g
Xlarge Margherita Magnifico Pizza,1 serving,230,10g,24g,8g
XLarge Sausage Magnifico Pizza,1 serving,350,18g,31g,13g
XLarge Philly Cheese Steak Pizza,1 serving,290,11g,31g,14g
XLarge Taco Pizza (Iowa),1 serving,380,16g,44g,13g
XLarge Philly Cheese Steak Pizza (Toledo OH),1 serving,270,11g,29g,13g
XLarge Steak and Cheese Pizza (Naples FL),1 serving,270,10g,31g,12g
Xlarge Fiery Pepperoni Pizza,1 serving,310,14g,31g,11g
XLarge Steak and Cheese Pizza (Toledo OH),1 serving,260,10g,29g,11g
Xlarge Fiery Sausage & Peppers Pizza,1 serving,290,11g,32g,12g
XLarge The Big Cheese Pizza (Toledo OH),1 serving,290,12g,29g,12g
XLarge The Philly Pizza,1 serving,270,9g,31g,13g
XLarge The Buffalo Chicken Pizza,1 serving,300,13g,31g,15g
XLarge Works Pizza,1 serving,340,14g,32g,14g
Xtend,1 scoop (13 g),0,0g,0g,7g
Xm+,1 packet,38,0g,10g,10g
XO Cafe,1 serving (1 oz),107,0g,11g,0g
Xtend BCAAs,1 scoop (13.64 g),0,0g,0g,0g
Xtend Free BCAAs,1 scoop (15 g),8,0g,2g,0g
X-LR8,2 scoops (47.3 g),160,1g,8g,30g
XLarge Works Pizza (Toledo OH),1 serving,320,14g,30g,14g
XO Sauce Radish Cake,100 g,110,3g,20g,2g
Xtra Energy Shot,1 bottle (2 oz),0,0g,0g,0g
Xtend Intra-Workout Catalyst Grape Escape,1 scoop (12.8 g),0,0g,0g,0g
XLarge White Cheezy Pizza,1 serving,320,14g,31g,13g
XLarge White Cheezy Pizza (Toledo OH),1 serving,300,14g,29g,13g
Xtra Butter,1 cup popped (33 g),40,2.5g,4g,1g
Xtend Ripped BCAA,1 scoop (16.5 g),15,1g,1g,0g
XLarge Ultimate Magnifico Pizza,1 serving,410,23g,31g,14g
Xtend Intra-Workout Catalyst Watermelon Madness,1 scoop (12.5 g),0,0g,0g,0g
Xtend Pro Whey Isolate,1 level scoop (35.9 g),120,1g,4g,25g
Xtra Hot Diced Tomatoes with Ghost Peppers,2.5 servings  1/2 cup (125g) per serving (125 g),30,0g,6g,1g
Xtreme Bean & Cheese Burrito,1 burrito (147 g),320,9g,44g,17g
Xtreme Cheddar Snack Mix,0.5 cup (35 g),160,9g,10g,10g
Xtreme Protein Bar,1 bar (90 g),370,8g,44g,30g
Xtreme Wellness High Fiber Carb Lean,1 tortilla (45 g),60,1.5g,16g,4g
Xtra Large Crunchy Fish Sticks,3 sticks (84 g),190,9g,18g,10g
Xtreme Wellness Sprouted Whole Grains,1 tortilla (45 g),140,3.5g,22g,4g
Xtra Large Crunchy Fish Sticks,4 sticks (84 g),190,9g,18g,10g
Xtreme Wellness Spinach and Herbs Wrap,1 tortilla  (71 g),110,2.5g,23g,6g
Xtreme Wellness Keto High Fiber Carb Lean,2 tortillas (44 g),60,1.5g,14g,4g
X-Treme Watermelon - 20oz,1 serving (20 oz),340,1g,78g,4g
X-Treme Watermelon - 40oz,1 serving (40 oz),670,2g,155g,8g
XX Lager,1 bottle (12 oz),130,0g,9g,0.4g
Xtremes Sweetly Sour Belts,1 package (2 oz),220,1.5g,52g,0g
Xtremes Bites,12 pieces (30 g),120,1g,28g,0g
XX Espresso Cold Brew Coffee with Almond Milk,10.5 oz (310 ml),110,4.5g,17g,2g
Xtremes Sweetly Sour Belts (32g),5 pieces (32 g),120,1g,29g,0g
X-Treme Watermelon - 32oz,1 serving (32 oz),510,1.5g,117g,6g
Xtreme Butter,2 tbsp unpopped (5 cups),160,9g,20g,3g
Xtreme Wellness Whole Wheat Tortilla,1 tortilla (45 g),60,2g,16g,4g
Yagoot,1/2 cup (86 g),120,1g,27g,1g
Yabba Dabba Delicious,2 tbsp (28 g),150,11g,7g,9g
Yaki Soba,1 portion (572 g),728,33.9g,62.5g,40.2g
Ya Mon Jerk Style Marinade,1 tbsp (15 ml),25,0g,6g,0g
Yacon Syrup,1 tsp (5 ml),7,0g,4g,0g
Yaki Soba,1 container (1.1 g),160,9g,12g,8g
Yakisoba,1 bowl,360,4.5g,56g,26g
Yakiniku Don Home-Style Rice Bowl Meal,1 tray (12 oz),680,27g,84g,22g
Yaki Tacos (Two),2 tacos (19 oz),790,34g,90g,52.3g
Yakisoba,1 bag (160 g),280,4g,53g,8g
Yakisoba,1 pack (255 g),310,6g,54g,10g
Yakisoba,1 package (159 g),320,4.5g,60g,9g
Yaki Udon w/ Beef & Noodles,1 bowl (526 g),740,22g,106g,30g
Yakisoba,1/2 pack (128 g),250,7g,41g,6g
Yakisoba - Cheddar Cheese,1 container (112.5 g),540,24g,68g,12g
Yakisoba - Roast Chicken Flavor,1 container (113.4 g),540,22g,72g,12g
Yakisoba - Chicken Flavor,1/2 container (56.7 g),250,11g,35g,6g
Yakisoba,1 pouch (59 g),270,15g,35g,5g
Yakisoba,1 bowl (225 g),460,6g,92g,10g
Yakisoba,1 package (85 g),140,2g,28g,3g
Yakisoba - Spicy Chicken Flavor (58.3 g),1/2 container (58.3 g),270,11g,36g,6g
Yakisoba (6 oz),1 serving (6 oz),510,9g,94g,13g
Yakisoba (3 oz),1 serving (3 oz),260,4.5g,47g,6g
Yakisoba - Teriyaki Beef,1 container (113.4 g),500,19g,72g,10g
Yakisoba Noodles,1/2 package (128 g),250,7g,41g,6g
Yakisoba Noodles,1/4 cup,48,0g,13g,2g
Yakisoba Noodles,1 cup (140 g),275,2.5g,53g,10g
Yakisoba Noodles,1 package (4.5 oz),460,16g,68g,12g
Yakisoba Chicken,1 serving (15.9 oz),640,14g,94g,34g
Yakisoba Noodle Bowl,1 bowl (225 g),460,6g,92g,10g
Yakisoba (Catering),1 serving,440,7.6g,81.7g,10.4g
Yakisoba - Spicy Chicken Flavor (116.6 g),1 container (116.6 g),520,21g,70g,12g
Yakisoba Spicy Chicken,1 pouch (59 g),270,12g,36g,6g
Yakisoba Steak,1 serving (15.5 oz),620,13.2g,100g,26g
Yakisoba Stir Fry,1/8 package (191 g),240,5g,29g,15g
Yakisoba Korean BBQ Flavor,1 container (116.9 g),520,20g,73g,11g
Yakisoba Noodles - Teriyaki Flavor (112.9g),1 container (112.9 g),500,19g,71g,10g
Yakisoba Shrimp,1 serving (16.4 oz),600,11.2g,94g,30g
Yakisoba - Spicy Vegetable,1/2 container (53.9 g),240,10g,33g,6g
Yakisoba Noodles - Teriyaki Flavor,1/2 container (56.7 g),260,10g,36g,6g
Yakisoba with Chicken (Catering),1 serving,640,14g,94g,34g
Yakisoba with Steak (Catering),1 serving,620,13.2g,99.8g,25.8g
Yakisoba with Shrimp (Catering),1 serving,600,11.2g,94g,29.8g
Yakult Light,1 bottle (65 ml),25,0g,6g,1g
Yakult,1 bottle (80 ml),25,0g,6g,1g
Yakitori Sauce (Regular Bowl),1 serving,176,6.4g,30g,2.2g
Yakitori Chicken with Japanese Style Fried Rice,1 bag (255 g),440,8g,70g,19g
Yakitori Chicken Fried Rice,1 bag (312 g),530,10g,86g,24g
Yam Cake,2 oz (56 g),5,0g,1g,0g
Yam Fries,1 order,434,16.5g,67.2g,3.92g
Yakisoba Trio,1 serving (16 oz),620,13g,96g,30g
Yakisoba Stir Fry Noodle,1/2 package (99 g),210,3.5g,37g,6g
Yakitori Bowl (Regular),1 serving,710,6g,120g,41g
Yakitori Chicken Bowl,1 serving (275 g),460,15g,45g,34g
Yam Mixed Cereal,1 packet (38 g),109,0.7g,24.6g,1.2g
Yam Patties,1 patty (57 g),80,0g,19g,1g
Yam Patties,1 patty (56 g),70,0g,16g,1g
Yam Paste Filling Pancake,3.2 oz (90 g),120,2g,23g,2g
Yam Noodle,2 oz (56 g),5,0g,1g,0g
Yam Taeng,1 serving,347,4.5g,57.9g,22.5g
Yan Yan Choco Cream Snack,10 pieces (30 g),160,8g,19g,2g
Yams in Syrup,2/3 cup,190,0g,45g,0g
Yams,2/3 cup (166 g),120,0g,29g,2g
Yams Cut Sweet Potatoes in Syrup,2/3 cup (160 g),130,0g,34g,0g
Yams with Splenda,2/3 cup (166 g),70,0g,17g,1g
Yan Yan Chocolate Creme,1 container (57 g),300,17g,34g,4g
Yan Yan Double Cream Chocolate & Strawberry,1 container (30 g),340,18g,36g,4g
Yankee Pot Roast Meal,1 meal,220,5g,27g,15g
Yankee Cornbread & Muffin Mix,3 tbsp dry mix (38 g),130,0g,30g,3g
Yan Yan Creamy Choco-Hazelnut,1 container (44 g),241,14g,25g,4g
Yard O Beef,2 oz (56 g),190,16g,1g,11g
Yankee Bean Soup,1 pouch (213 g),180,1.5g,33g,11g
Yasai Fumi Furikake Rice Seasoning,1 tbsp (7 g),30,1g,4g,1g
Yasai Yaki Soba,1 serving,665,27.5g,72.5g,27.2g
YC's Own Sauce,1 serving (1.5 oz),30,0g,5g,1g
Yayla Corbasi,1 cup,155,10g,13g,4g
Yawa Mochi Matcha,1 cup (112 g),230,4.5g,44g,3g
Yaupon Matcha Moringa,1 bar (48 g),210,12g,23g,5g
Yankee Doodles Creme Filled Devil's Food Cakes,1 cake (57 g),220,9g,33g,2g
Yankee Beef Pot Roast,5 oz (140 g),150,4.5g,9g,17g
Yeast Dinner Rolls,1 roll (38 g),100,1.5g,17g,3g
Yeast Dinner Roll,1 roll (30 g),120,2g,21g,4g
Yeast Roll,1 roll,230,2.5g,44g,7g
Yeast Extract,1 tsp (8 g),20,0g,2g,3g
Yeasty Dinner Roll,1 roll (30 g),110,2g,20g,3g
Yeast Dinner Rolls,1 roll (43 g),130,3g,22g,3g
Yeast Roll,1 roll,120,1g,24g,3g
Yeast Roll,1 roll (58 g),160,4.5g,26g,5g
Yeast Roll,1 roll (1.5 oz),110,2g,22g,3g
Yeast Roll,1 roll,230,2.5g,44g,7g
Yeast Rolls,1 roll (26 g),90,3.5g,13g,2g
Yee-Ha Wrap,1 serving,640,15g,75g,39g
Yeast Rolls without Butter,1 serving,80,3g,10g,1.3g
Yellow & Blue Sprinkles,1 serving (17 g),80,3.5g,13g,0g
Yellow American Cheese,1 oz (28 g),100,9g,1g,5g
Yellow & Green Zucchini Squash,2/3 cup (85 g),15,0g,3g,1g
Yellow & Zucchini Squash Blend,2/3 cup (85 g),15,0g,3g,1g
Yellow & Green Beans with Garlic Butter,1 serving,100,7g,9g,2g
Yellow American Cheese,1 slice (28 g),70,5g,1g,3g
Yellow American Cheese,2 slices (28 g),110,9g,1g,6g
Yellow American Cheese,1 oz (28 g),120,9g,0g,7g
Yellow Buck Camembert,1 oz (28 g),90,7g,0g,6g
Yellow American Cheese Singles,1 slice (19 g),60,5g,2g,3g
Yellow Buttermilk Cornbread Mix,3 tbsp (28 g),100,2.5g,19g,2g
Yellow Cake,1 serving (26 g),80,2.5g,14g,1g
Yellow Cling Peach Chunks (No Sugar Added),1/2 cup (121 g),30,0g,7g,1g
Yellow Cheese,1 slice (21 g),70,5g,2g,4g
Yellow Cake,1/12 cake (39 g),140,0g,34g,1g
Yellow Cling Peach Chunks,1 container (184 g),50,0g,12g,1g
Yellow Cling Diced Peaches,1 bowl (113 g),70,0g,17g,1g
Yellow Cheddar Cheese Sauce Mix,1 1/2 tsp (14 g),50,1g,7g,2.5g
Yellow Cling Peach Halves in Heavy Syrup,1/2 cup (127 g),100,0g,24g,0g
Yellow Cling Peach Halves in White Grape Juice,1/2 cup (140 g),60,0g,16g,0.5g
Yellow Cling Peach Slices,1/2 cup (124 g),60,0g,14g,1g
Yellow Chocolate Buttercream Frosting Dessert Cakes,1 cake (43 g),170,5g,29g,2g
Yellow Cake Mix,1 serving (39 g),150,0g,33g,2g
Yellow Cling Peach Slices in Heavy Syrup,1/2 cup (128 g),100,0g,25g,1g
Yellow Cling Peach Halves,1/2 cup (122 g),60,0g,14g,1g
Yellow American Cheese Singles,1 slice  (19 g),70,5g,2g,3g
Yellow Cling Peach Slices,1/2 cup (122 g),30,0g,13g,1g
Yellow Cling Peaches,1/2 cup  (128 g),100,0g,22g,0g
Yellow Cling Peaches in Light Syrup,1/2 cup (122 g),80,0g,21g,0g
Yellow Cling Sliced Peaches,1/2 cup (119 g),60,0g,13g,1g
Yellow Cling Peaches in Heavy Syrup,1/2 cup (128 g),100,0g,22g,0g
Yellow Cling Sliced Peaches with Splenda,1/2 cup (122 g),35,0g,7g,1g
Yellow Cling Sliced Peaches,1/2 cup,50,0g,12g,0g
Yellow Cling Sliced Peaches in 100% Juice,1/2 cup (122 g),70,0g,16g,0g
Yellow Corn,2/3 cup (90 g),100,1g,21g,3g
Yellow Cling Peach Slices Lite,1/2 cup,50,0g,12g,0g
Yellow Coconut Curry,2 scoops (95 g),400,13g,49g,25g
Yellow Cling Sliced Peaches in Extra Light Syrup,1/2 cup (124 g),60,0g,16g,1g
Yellow Corn Hard Taco Shells,2 taco shells (26 g),130,8g,15g,2g
Yellow Corn Grits Hot Cereal,1/4 cup (39 g),140,0.5g,31g,2g
Yellow Corn Blend Tortilla Chips (Family Size),1 oz (28 g),140,6g,20g,2g
Yellow Corn Blend Tortilla Chips,9 chips (28 g),140,6g,20g,2g
Yellow Corn Bite Size,14 chips (28 g),150,8g,17g,2g
Yellow Corn Grits,1/3 cup dry (46 g),170,0g,38g,3g
Yellow Cling Sliced Peaches,1/2 cup (124 g),60,0g,14g,1g
Yellow Cling Sliced Peaches,1/2 cup,35,0g,9g,0g
Yellow Cling Sliced Peaches in 100% Juice,1/2 cup (124 g),60,0g,14g,1g
Yellow Corn Homestyle,14 chips (28 g),140,9g,15g,2g
Yellow Corn Meal,3 tbsp (30 g),110,0g,24g,2g
Yellow Corn Kernels,1/4 cup (35 g),130,1.5g,25g,4g
Yellow Corn Meal,3 tbsp (27 g),90,0g,21g,2g
Yellow Corn Meal,3 tbsp (31 g),120,1g,25g,3g
Yellow Corn Meal,3 tbsp (27 g),90,0.5g,21g,2g
Yellow Corn Kernels,1/4 cup dry (35 g),130,1.5g,25g,4g
Yellow Corn Muffin Mix,1/4 cup dry mix (35 g),140,3g,26g,2g
Yellow Corn Meal,1/4 cup dry,110,0g,23g,3g
Yellow Corn Meal,3 tbsp (27 g),90,0.5g,21g,2g
Yellow Corn Stand 'n Stuff Taco Shells,2 shells (27 g),130,6g,17g,2g
Yellow Corn Round Tortilla Chips,11 chips (28 g),130,6g,17g,2g
Yellow Corn Meal,1/4 cup (30 g),110,1g,23g,2g
Yellow Corn Polenta,1/4 cup (40 g),140,0g,32g,3g
Yellow Corn Taco Shells,3 shells (32 g),150,6g,21g,0g
Yellow Corn Taco Shells,2 taco shells (26 g),120,7g,14g,2g
Yellow Corn Taco Shells,5 shells (30 g),130,5g,22g,2g
Yellow Corn Taco Shells,3 taco shells (33 g),140,5g,23g,2g
Yellow Corn Taco Shells,3 shells (35 g),170,9g,21g,2g
Yellow Corn Taco Shells,3 shells (32 g),150,7g,19g,2g
Yellow Corn Taco Shells,3 shells (33 g),140,5g,23g,2g
Yellow Corn Tortilla,1 tortilla (30 g),59,1g,13g,1g
Yellow Corn Taco Shells,2 taco shells (26 g),120,7g,14g,2g
Yellow Corn Tortilla Chips,13 chips (28 g),140,4.5g,23g,2g
Yellow Corn Tortilla,1 tortilla,90,1g,19g,2g
Yellow Corn Tortilla Chips,1 oz (28 g),140,7g,16g,2g
Yellow Corn Tortilla Chips,14 chips (28 g),140,6g,18g,3g
Yellow Corn Tortilla Chips,1 oz (28 g),140,6g,18g,3g
Yellow Corn Tortilla Chips,8 chips (1 oz),140,7g,18g,3g
Yellow Corn Tortilla Chips,12 chips (28 g),140,7g,18g,2g
Yellow Corn Tortilla Chips,1 oz (28 g),150,7g,18g,2g
Yellow Corn Tortilla Chips,12 chips (1 oz),130,7g,17g,2g
Yellow Corn Tortilla Chips,12 chips (28 g),80,5g,9g,1g
Yellow Corn Tortilla Chips,11 chips (28 g),140,6g,16g,2g
Yellow Corn Tortilla Chips,11 chips (28 g),140,6g,19g,2g
Yellow Corn Tortilla Chips,1 serving (1 oz),130,7g,16g,2g
Yellow Corn Tortilla Chips,1 oz (28 g),130,7g,16g,2g
Yellow Corn Tortilla Chips,1 oz (28 g),130,7g,16g,2g
Yellow Corn Tortilla Chips,8 chips (28 g),150,9g,15g,2g
Yellow Corn Tortilla Chips,1 oz (28 g),140,6g,19g,2g
Yellow Corn Tortilla Rounds,11 chips (28 g),140,7g,19g,2g
Yellow Corn Tortillas,2 tortillas (48 g),100,1g,22g,2g
Yellow Corn Tortillas,2 tortillas (52 g),130,0g,27g,3g
Yellow Corn Tortillas,3 tortillas (56 g),120,1g,25g,2g
Yellow Corn Tortillas,2 tortillas (47 g),80,1g,18g,2g
Yellow Corn Tortillas,2 totillas (47 g),90,1g,19g,2g
Yellow Corn Tortillas,2 tortillas (47 g),80,1g,17g,2g
Yellow Corn Tortillas (Super Size),1 tortilla (30 g),70,0.5g,14g,1g
Yellow Corn Tortillas,1 tortilla (30 g),50,0.5g,11g,1g
Yellow Corn Tortillas Super Soft,2 tortillas (47 g),100,1g,21g,2g
Yellow Cornbread & Muffin Mix,1/5 package (37 g),140,3g,26g,3g
